Turbine identifier (GSRN),Date of original connection to grid,Capacity (kW),Rotor diameter (m),Hub height (m),Manufacture,Model,Local authority no,"Local authority
name",Type of location,Cadastral district,Cadastral no.,"X (east) coordinate
UTM 32 Euref89","Y (north) coordinate
UTM 32 Euref89",Origin of coordinates,Distribution company installation number
570714700000012556,9/28/99,750,48,50,NEG Micon,NM 48/750,326,Kalundborg,LAND,"Klovby By, Ubby",4a,639611.989999999,6168617.99,SDFE2018,40096676
570714700000012655,12/13/99,1000,54,48,BONUS,1 MW,326,Kalundborg,LAND,"Birkendegaard Hgd., Værslev",1bh,637973.729999999,6171040.95999999,SDFE2018,40081257
570714700000014215,8/15/01,660,47,45,Vestas Wind Systems A/S,V 47-660,326,Kalundborg,LAND,"Herslev By, Finderup",9a,647587.699999999,6156693.30999999,SDFE2018,40057786
570714700000014222,8/15/01,660,47,45,Vestas Wind Systems A/S,V 47-660,326,Kalundborg,LAND,"Kulby By, Finderup",5,647693.849999999,6156587.44,SDFE2018,40057795
570714700000014239,8/15/01,660,47,45,Vestas Wind Systems A/S,V 47-660,326,Kalundborg,LAND,"Kulby By, Finderup",5,647800.229999999,6156481.69,SDFE2018,40057802
570714700000105814,12/4/02,850,52,49,Vestas Wind Systems A/S,V 52-850,326,Kalundborg,LAND,"Løve By, Gierslev",1a,644173.739999999,6149519.50999999,SDFE2018,40170586
570714700000105821,12/2/02,850,52,49,Vestas Wind Systems A/S,V 52-850,326,Kalundborg,LAND,"Løve By, Gierslev",1a,644101.03,6149705.75,SDFE2018,60117193
570714700000105838,12/3/02,850,52,49,Vestas Wind Systems A/S,V 52-850,326,Kalundborg,LAND,"Løve By, Gierslev",1a,644029.02,6149892.83999999,SDFE2018,401-70599
570715000000109225,1/29/11,11,13,18,Ukendt,Ukendt,326,Kalundborg,Land,,,622983.8,6179201.32,SDFE2018,
570715000000115486,3/1/11,11,13,18.3,Gaia-Wind Ltd,HB 101,326,Kalundborg,Land,,,641745.849999999,6150638.46999999,SDFE2018,
570715000000117428,2/21/12,25,15,18,Vestas Wind Systems A/S,V 15,326,Kalundborg,Land,,,640308.619999999,6160511.53,SDFE2018,
570715000000161001,3/2/12,3000,101,79.5,SIEMENS,SWT 3.0-101,326,Kalundborg,LAND,"Lerchenborg Hdg., Årby",1a,629598.239999999,6169596.28,SDFE2018,30560347
570715000000161018,3/9/12,3000,101,79.5,SIEMENS,SWT 3.0-101,326,Kalundborg,LAND,"Lerchenborg Hdg., Årby",1a,629303.16,6169767.03,SDFE2018,60560358
570715000000161025,2/23/12,3000,101,79.5,SIEMENS,SWT 3.0-101,326,Kalundborg,LAND,"Lerchenborg Hdg.,Årby",1a,629893,6169425.74,SDFE2018,60560360
570715000000161032,3/15/12,3000,101,79.5,SIEMENS,SWT 3.0-101,326,Kalundborg,LAND,Lerchenborg Hdg. Årby,1a,629007.949999999,6169937.83,SDFE2018,60560371
570715000000161049,3/26/12,3000,101,79.5,SIEMENS,SWT 3.0-101,326,Kalundborg,LAND,"Lerchenborg Hdg., Årby",1a,628418.329999999,6170279.26999999,SDFE2018,60560375
570715000000161056,3/20/12,3000,101,79.5,SIEMENS,SWT 3.0-101,326,Kalundborg,LAND,"Lerchenborg Hdg., Årby",1a,628713.859999999,6170108.53,SDFE2018,60560373
571313174000602109,5/1/12,3000,101,89.5,Ukendt,Ukendt,326,Kalundborg,LAND,"Kragerupgård Hdg., Ørslev",1g,651590.439999999,6153075.87999999,SDFE2018,60574893
571313174000602116,4/30/12,3000,101,89.5,Ukendt,Ukendt,326,Kalundborg,LAND,"Kragerupgård Hdg, Ørslev",1g,651333.239999999,6153241.69,SDFE2018,60574895
571313174000602123,4/17/12,3000,101,89.5,Ukendt,Ukendt,326,Kalundborg,LAND,"Kragerupgård Hdg., Ørslev",1g,651075.55,6153407.4,SDFE2018,60574897
571313174000602130,5/9/12,3000,101,89.5,Ukendt,Ukendt,326,Kalundborg,LAND,"Kragerupgård Hdg., Ørslev",1g,651847.4,6152910.44,SDFE2018,60574899
571313174000602147,5/10/12,3000,101,89.5,Ukendt,Ukendt,326,Kalundborg,LAND,"Kragerupgård Hdg., Ørslev",1g,652105.4,6152744.57,SDFE2018,60574901
571313174000602154,5/16/12,3000,101,89.5,Ukendt,Ukendt,326,Kalundborg,LAND,"Kragerupgård Hdg., Ørslev",1g,652358.819999999,6152578.58999999,SDFE2018,60574903
571313174000795078,12/19/14,10,13,18,Ukendt,Ukendt,326,Kalundborg,Land,,,634963.91,6195297.26999999,SDFE2018,
571313174000795535,5/1/14,10,7.1,21,Ukendt,Ukendt,326,Kalundborg,Land,,,640936.51,6165807.12,SDFE2018,
571313174000819422,5/22/15,10,7.1,21.4,Ukendt,Ukendt,326,Kalundborg,Land,,,636403.069999999,6163318.9,SDFE2018,
571313174000823672,12/18/14,11,13,18,Ukendt,Ukendt,326,Kalundborg,Land,,,645057.579999999,6165876.86,SDFE2018,
571313174000823771,1/1/15,10,7.1,21,Ukendt,Ukendt,326,Kalundborg,Land,,,642469.719999999,6153124.7,SDFE2018,
571313174000828837,1/14/16,3200,113,83.5,SIEMENS,SWT-3.2-113 DD,326,Kalundborg,LAND,Ågård HGD Gørlev,1a,640273.4,6159298.61,SDFE2018,60737712
571313174000828844,12/16/15,3200,113,83.5,SIEMENS,SWT-3.2-113 DD,326,Kalundborg,LAND,"Bakkendrup, Bakkendrup",1,640618.81,6159657.37999999,SDFE2018,60737715
571313174000839574,5/13/16,2000,100,80,Vestas Wind Systems A/S,V100-2.0,326,Kalundborg,LAND,"Løgtved by, Viskinge",1a,643042,6172733,SDFE2018,60747761
571313174000839604,5/9/16,2000,100,80,Vestas Wind Systems A/S,V100-2.0,326,Kalundborg,LAND,"Løgtved by, Viskinge",1a,643022,6172413,SDFE2018,60747767
571313174000839611,5/9/16,2000,100,80,Vestas Wind Systems A/S,V100-2.0,326,Kalundborg,LAND,"Løgtved by, Viskinge",3,643002,6172093,SDFE2018,60747769
571313174000841232,6/17/15,10,13,18,Gaia-Wind Ltd,Gaia Wind 133-10 kW,326,Kalundborg,Land,,,649811.849999999,6177712.20999999,SDFE2018,
571313174001092978,2/1/16,10,7.1,21.4,Ukendt,Ukendt,326,Kalundborg,Land,,,639164.599999999,6170496.16,SDFE2018,
571313174001093289,8/12/15,10,7.1,21.5,Ukendt,Ukendt,326,Kalundborg,Land,,,639665.67,6170795.82,SDFE2018,
571313174001547348,9/7/15,10,13,18.2,Gaia-Wind Ltd,Gaia Wind 133-10 kW,326,Kalundborg,Land,,,641866.06,6154269.03,SDFE2018,
571313174001548079,9/9/15,10,7.1,21,Ukendt,Ukendt,326,Kalundborg,Land,,,632779.63,6166917.36,SDFE2018,
571313174001550812,10/2/15,25,14,18,Solid Wind Power A/S,SWP25-14TG20,326,Kalundborg,Land,,,636358.739999999,6160131.79999999,SDFE2018,
571313174001561863,11/3/15,10,13,18.2,Gaia-Wind Ltd,Gaia Wind 133-10 kW,326,Kalundborg,Land,,,642799.329999999,6153282.78,SDFE2018,
571313174001570131,12/3/15,10,13,18,Gaia-Wind Ltd,Gaia Wind 133-10 kW,326,Kalundborg,Land,,,638141.939999999,6162656.54999999,SDFE2018,
571313174001572838,12/28/15,10,13,18,Gaia-Wind Ltd,Gaia Wind 133-10 kW,326,Kalundborg,Land,,,634852.949999999,6195361.32,SDFE2018,
571313174001683404,12/11/17,10,7.1,21.4,Ukendt,Ukendt,326,Kalundborg,Land,,,,,Stamdata,
570714700000008252,12/1/88,200,25,30,Vestas Wind Systems A/S,V 25,329,Ringsted,LAND,"Ørslev Under Skoven, Bringstrup",10a,671882.989999999,6151426.2,SDFE2018,165250
570714700000008450,7/3/89,200,24,30,Ukendt,Ukendt,329,Ringsted,LAND,"Bøstofte, Kværkeby",20a,680412.839999999,6150849.83,SDFE2018,166386
570714700000011900,12/16/98,660,47,45,Vestas Wind Systems A/S,V 47-660,329,Ringsted,LAND,"Ørslev Undersk, Bringstrup",10a,672028.219999999,6151138.30999999,SDFE2018,192488
570714700000012242,11/13/98,750,48.2,45,NEG Micon,NM 48/750,329,Ringsted,LAND,"Mulstrup By, Nordrupøster",3b,680126.04,6144414.95999999,SDFE2018,192597
570714700000012327,4/16/99,750,44,45,NEG Micon,NM 48/750,329,Ringsted,LAND,"Bedsted Overdrev, Kværkeby",2ba,682114.869999999,6145822.46999999,SDFE2018,192793
570714700000012396,8/16/99,600,44,45,BONUS,600 - MK lll,329,Ringsted,LAND,Sigersted,"17a,18c",671090.3,6145682.24,SDFE2018,193715
570714700000012402,8/16/99,600,44,45,BONUS,600 - MK lll,329,Ringsted,LAND,Sigersted,17a18c,670981.369999999,6145538.74,SDFE2018,193714
570714700000012419,8/16/99,600,44,45,BONUS,600 - MK lll,329,Ringsted,LAND,Sigersted By Og Sogn,17a18c,671198.609999999,6145825.75,SDFE2018,193713
570714700000013188,3/31/00,660,47,45,Vestas Wind Systems A/S,V 47,329,Ringsted,LAND,"Gilsager, Ringsted Jorder",1 m.fl,680055.41,6145353.16999999,SDFE2018,194573
570714700000013515,6/29/00,1000,54.2,47.8,BONUS,1 MW,329,Ringsted,LAND,Sneslev,12a,679487.589999999,6141573.65,SDFE2018,195069
570714700000013638,10/6/00,1650,66,67,Vestas Wind Systems A/S,V 66,329,Ringsted,LAND,"Eskildstrup Hvg, Sneslev",1a,681922.339999999,6139967.05999999,SDFE2018,195414
570714700000013881,12/22/00,660,47,45,Vestas Wind Systems A/S,V 47,329,Ringsted,LAND,"Ørslev Under Skoven, Gyrstinge",4a,672803.859999999,6150000.54,SDFE2018,195723
570714700000013898,12/22/00,660,47,45,Vestas Wind Systems A/S,V 47,329,Ringsted,LAND,"Ørslev Under Skoven, Gyrstinge",4e,672694.109999999,6150167.46999999,SDFE2018,195722
571313174000672867,1/21/13,25,10,18,HSWind Aps,Viking 25,329,Ringsted,Land,,,668282.63,6150800.51999999,SDFE2018,
571313174001629662,7/4/16,10,14,18,Solid Wind Power A/S,SWP10-14TG20,329,Ringsted,Land,,,,,Stamdata,
570714700000000713,3/19/91,200,27,30,NEG Micon,NM 570-200,330,Slagelse,LAND,"Havrebjerg By, Havrebjerg",17a,644932.77,6146524.26999999,SDFE2018,029-00358
570714700000000720,3/19/91,200,27,30,NEG Micon,NM 570-200,330,Slagelse,LAND,"Havrebjerg By, Havrebjerg",17a,645044.739999999,6146577.95999999,SDFE2018,029-00358
570714700000000737,3/19/91,200,27,30,NEG Micon,NM 570-200,330,Slagelse,LAND,"Havrebjerg By, Havrebjerg",17a,645157.869999999,6146632.55999999,SDFE2018,029-00358
570714700000000744,3/7/91,200,27,30,NEG Micon,NM 570-200,330,Slagelse,LAND,"Sludstrup By, Sludstrup",3a,650679.05,6136338.16,SDFE2018,097-00180
570714700000000751,3/7/91,200,27,30,NEG Micon,NM 570-200,330,Slagelse,LAND,"Sludstrup By, Sludstrup",3a,650597.64,6136203.17999999,SDFE2018,097-00180
570714700000000799,2/19/91,200,27,30,NEG Micon,NM 570-200,330,Slagelse,LAND,"Årslev By, Sønderup",6,648533.219999999,6147770.59999999,SDFE2018,074-00237
570714700000000805,2/19/91,200,27,30,Micon,M 570-200,330,Slagelse,LAND,"Årslev By, Sønderup",6,648564.89,6147646.79999999,SDFE2018,074-00237
570714700000000812,2/19/91,200,27,30,NEG Micon,NM 570-200,330,Slagelse,LAND,"Årslev By, Sønderup",6,648596.689999999,6147522.67999999,SDFE2018,074-00237
570714700000000829,12/4/92,200,27,30,NEG Micon,NM 570-200,330,Slagelse,LAND,"Hejninge By, Hejninge",16g,643865.02,6142535.73,SDFE2018,091-00117
570714700000000836,12/4/92,200,27,30,NEG Micon,NM 570-200,330,Slagelse,LAND,"Hejninge By, Hejninge",16g,643860.67,6142645.62,SDFE2018,091-00117
570714700000000843,12/4/92,200,27,30,NEG Micon,NM 570-200,330,Slagelse,LAND,"Hejninge By, Hejninge",16g,643856.569999999,6142756.20999999,SDFE2018,091-00117
570714700000000850,1/18/94,450,37,35,BONUS,150 - MK lll,330,Slagelse,LAND,"Falkensteen Hgd., Slots Bjergby",2,648745.68,6138094.4,SDFE2018,60421169
570714700000000867,1/18/94,450,37,35,BONUS,150 - MK lll,330,Slagelse,LAND,"Falkensteen Hgd., Slots Bjergby",2,648895.859999999,6138099.54999999,SDFE2018,60421169
570714700000000874,1/18/94,450,37,35,BONUS,150 - MK lll,330,Slagelse,LAND,"Falkensteen Hgd., Slots Bjergby",2,649045.199999999,6138104.12999999,SDFE2018,60421169
570714700000000881,6/21/94,500,39,40.5,Vestas Wind Systems A/S,V 39-500,330,Slagelse,LAND,"Hemmeshøj By, Hemmeshøj",12a,644332.439999999,6135921.29,SDFE2018,60466281
570714700000000898,6/21/94,500,39,40.5,Vestas Wind Systems A/S,V 39-500,330,Slagelse,LAND,"Hemmeshøj By, Hemmeshøj",12a,644465.51,6135849.96999999,SDFE2018,003-00206
570714700000000904,6/21/94,500,39,40.5,Vestas Wind Systems A/S,V 39-500,330,Slagelse,LAND,"Hemmeshøj By, Hemmeshøj",12a,644599.859999999,6135785.79999999,SDFE2018,003-00206
570714700000000973,7/20/94,450,37,35,BONUS,150 - MK lll,330,Slagelse,LAND,"Tjæreby By, Tårnborg",5a,640800.02,6136608.57,SDFE2018,099-00935
570714700000000980,7/20/94,450,37,35,BONUS,150 - MK lll,330,Slagelse,LAND,"Tjæreby By, Tårnborg",13a,641020.069999999,6136625.50999999,SDFE2018,099-00935
570714700000000997,3/24/95,450,37,35,BONUS,150 - MK lll,330,Slagelse,LAND,"Bildsø By, Kirke-Stillinge",15a,643049.16,6147882.91999999,SDFE2018,60421148
570714700000001000,3/24/95,450,37,35,BONUS,150 - MK lll,330,Slagelse,LAND,"Bildsø By, Kirke-Stillinge",15a,643084.719999999,6147986.50999999,SDFE2018,60421151
570714700000001017,3/24/95,450,37,35,BONUS,150 - MK lll,330,Slagelse,LAND,"Bildsø By, Kirke-Stillinge",15a,643122.329999999,6148091.34999999,SDFE2018,60421151
570714700000001024,11/21/95,600,41,35,Ukendt,Ukendt,330,Slagelse,LAND,"Gudum By, Gudum",5,651734.119999999,6146506.04,SDFE2018,024-00071
570714700000001031,11/21/95,600,41,35,Ukendt,Ukendt,330,Slagelse,LAND,"Gudum By, Gudum",5,651745.849999999,6146381.79,SDFE2018,024-00071
570714700000001048,11/21/95,600,41,35,Ukendt,Ukendt,330,Slagelse,LAND,"Gudum By, Gudum",5,651756.54,6146256.16,SDFE2018,024-00071
570714700000001055,10/24/96,600,44,40,BONUS,600 - MK lll,330,Slagelse,LAND,"Næsby Ved Skoven, Sorterup",4a,654078.569999999,6149636.95,SDFE2018,60421145
570714700000001062,10/24/96,600,44,40,BONUS,600 - MK lll,330,Slagelse,LAND,"Næsby Ved Skoven, Sorterup",4a,654142.869999999,6149530.25,SDFE2018,60421145
570714700000002045,6/1/92,450,36,35,BONUS,MK ll,330,Slagelse,LAND,Uoplyst,9,648782,6124980.58,SDFE2018,SVV007
570714700000002052,6/1/92,450,36,35,BONUS,MK ll,330,Slagelse,LAND,Uoplyst,9,648916.479999999,6124867.59999999,SDFE2018,SVV007
570714700000002069,6/1/92,450,36,35,BONUS,MK ll,330,Slagelse,LAND,Uoplyst,9,649050.67,6124755.20999999,SDFE2018,SVV007
570714700000002151,8/1/94,250,31,31,Micon,M 530,330,Slagelse,LAND,Uoplyst,9c,650216.02,6123511.38999999,SDFE2018,Ukendt
570714700000002168,8/1/94,400,31,37,Micon,M 750,330,Slagelse,LAND,Uoplyst,10q,651120.63,6123341.79999999,SDFE2018,Ukendt
570714700000002175,8/1/94,400,31,37,Micon,M 750,330,Slagelse,LAND,Uoplyst,4b,651047.719999999,6123088.25,SDFE2018,Ukendt
570714700000002182,3/1/96,500,39,35,Vestas Wind Systems A/S,V 39,330,Slagelse,LAND,Uoplyst,3a,640731.699999999,6133225.08,SDFE2018,183149
570714700000002199,3/1/96,500,39,35,Vestas Wind Systems A/S,V 39,330,Slagelse,LAND,Uoplyst,4b,640873.349999999,6133083.87999999,SDFE2018,183150
570714700000002205,3/1/96,500,39,35,Vestas Wind Systems A/S,V 39,330,Slagelse,LAND,Uoplyst,4b,641014.8,6132942.65,SDFE2018,183151
570714700000002489,11/1/97,600,43,45,Micon,M 1500,330,Slagelse,LAND,Uoplyst,17a,655175.989999999,6131640.30999999,SDFE2018,190258
570714700000002496,11/1/97,600,43,45,Micon,M 1500,330,Slagelse,LAND,Uoplyst,17a,654975.16,6131643.28,SDFE2018,190256
570714700000002502,11/1/97,600,43,45,Micon,M 1500,330,Slagelse,LAND,Uoplyst,17a,655373.9,6131640,SDFE2018,190257
570714700000002830,7/1/98,750,44,40,Micon,M 1500,330,Slagelse,LAND,Uoplyst,4c,649860.63,6130935.54,SDFE2018,192608
570714700000002847,7/1/98,750,44,40,Micon,M 1500,330,Slagelse,LAND,Uoplyst,2b,650662.01,6131239.54,SDFE2018,192609
570714700000002861,5/1/98,600,42,35,Wind World,W 600,330,Slagelse,LAND,Uoplyst,5k,649060.89,6132004.04,SDFE2018,192612
570714700000002878,5/1/98,600,42,35,Wind World,W 600,330,Slagelse,LAND,Uoplyst,5i,649018.88,6132148.95,SDFE2018,192612
570714700000003349,11/9/99,750,44,40,NEG Micon,NM 1500-750/175,330,Slagelse,LAND,"Stude By, Hemmeshøj",7f,643236.189999999,6134372.87999999,SDFE2018,003-00207
570714700000003356,11/9/99,750,44,40,NEG Micon,NM 1500-750/175,330,Slagelse,LAND,"Stude By, Hemmeshøj",7g,643369.68,6134307.11,SDFE2018,003-00208
570714700000003363,11/9/99,750,44,40,NEG Micon,NM 1500-750/175,330,Slagelse,LAND,"Stude By, Hemmeshøj",7h,643504.79,6134239.03,SDFE2018,003-00209
570714700000005251,5/7/96,600,43,46.4,NEG Micon,NM 1500/600,330,Slagelse,LAND,"Kelstrup By, Kr. Stillinge",3i,641820.989999999,6144292.42999999,SDFE2018,40070967
570714700000005268,5/7/96,600,43,46.4,NEG Micon,NM 1500/600,330,Slagelse,LAND,"Kelstrup By, Kr. Stillinge",3k,641949.53,6144251.36,SDFE2018,40070975
570714700000005275,5/7/96,600,43,46.4,NEG Micon,NM 1500/600,330,Slagelse,LAND,"Øster Stillinge By, Kr. Stillinge",15b,642079.64,6144210.9,SDFE2018,40070985
570714700000005312,1/29/97,600,48,46,NEG Micon,NM 1800-600,330,Slagelse,LAND,"Gudum By, Gudum",2d,649618.989999999,6146614.46999999,SDFE2018,40030824
570714700000005329,1/29/97,600,48,46,NEG Micon,NM 1800-600,330,Slagelse,LAND,"Gudum By, Gudum",2e,649748.939999999,6146683.28,SDFE2018,40030815
570714700000005404,12/23/97,750,48,50,NEG Micon,NM 750-1800,330,Slagelse,LAND,"Tyvelse By, Sorterup",3i,653285.55,6149038.19,SDFE2018,40032351
570714700000005411,1/30/98,750,48,50,NEG Micon,NM 750-1800,330,Slagelse,LAND,"Tyvelse By, Sorterup",3h,653360.51,6148916.87999999,SDFE2018,40032359
570714700000005428,12/23/97,750,48,50,NEG Micon,NM 750-1800,330,Slagelse,LAND,"Tyvelse By, Sorterup",3g,653439.229999999,6148793.50999999,SDFE2018,40032368
570714700000005466,3/18/98,750,44,40,NEG Micon,NM 1500-750/175,330,Slagelse,LAND,"Nordrup By, Nordrupvester",6g,652676.189999999,6151584.45,SDFE2018,40054626
570714700000005619,11/24/84,55,16,18,Nordtank,NTK 55/11,330,Slagelse,LAND,"Ormeslev By, Vemmelev",16m,642275.369999999,6134408.20999999,SDFE2018,1800105
570714700000005626,4/23/85,75,17,22.5,Vestas Wind Systems A/S,V 17,330,Slagelse,LAND,"Forlev By, Vemmelev",14,643006.089999999,6140703.44,SDFE2018,1801130
570714700000005640,12/21/89,160,23,30,Wind World,W 2320,330,Slagelse,LAND,"Forlev By, Vemmelev",7c,642373.68,6139971.76999999,SDFE2018,401-71276
570714700000006333,5/3/89,180,23,30,Danwin,d3,330,Slagelse,LAND,"Hyllerup, Slagelse J.",4a,646028.839999999,6142112.96999999,SDFE2018,40101943
570714700000006340,7/2/87,22,10.8,24,Ukendt,Ukendt,330,Slagelse,Land,,,649815.329999999,6137389.34999999,SDFE2018,
570714700000006364,3/8/96,22,11,18,Nordtank,NTK 22,330,Slagelse,Land,,,639468.63,6138272.25999999,SDFE2018,
570714700000006579,4/1/82,15,11,18,POULSEN,TYPE 2,330,Slagelse,Land,,,647193.81,6123742.29,SDFE2018,
570714700000006838,5/2/83,55,10,18,Ukendt,Ukendt,330,Slagelse,LAND,"Lundby By, Skælskør",27a,651842.76,6123059.37,SDFE2018,148408
570714700000007323,12/1/86,18,11,18,Ukendt,Ukendt,330,Slagelse,Land,,,642484.55,6123958.79,SDFE2018,
570714700000007637,12/1/87,95,19,24,Tellus,DW 95,330,Slagelse,LAND,Omø By Og Sogn,19e,637183.02,6114184.54999999,SDFE2018,159478
570714700000007958,7/1/88,200,24,29,Wincon,W 200,330,Slagelse,LAND,Eggeslevmagle,10a,648756.3,6126523.96999999,SDFE2018,163623
570714700000008092,8/23/88,180,23,30,Danwin,DW 23 C 180/40,330,Slagelse,LAND,Kirkerup,6a,657432.9,6137208.80999999,SDFE2018,164235
570714700000008337,2/1/89,200,24,30,Ukendt,Ukendt,330,Slagelse,LAND,Høve,7a,651857.329999999,6125668.24,SDFE2018,166419
570714700000008474,2/1/89,200,24,30,Danwin,DW 24-200,330,Slagelse,LAND,Høve,7a,651907.979999999,6125722.33999999,SDFE2018,165732
570714700000008757,12/1/89,250,26,30,Micon,M 450-250,330,Slagelse,LAND,"Lundby By, Tjæreby",9c,650491.819999999,6123479.49,SDFE2018,174056
570714700000008962,1/15/90,200,24,28,Wincon,W 200,330,Slagelse,LAND,"Vollerup By, Gimlinge",5a,654635.709999999,6135565.86,SDFE2018,175365
570714700000010835,7/18/97,600,43,40,Micon,M 1500-600/150,330,Slagelse,LAND,"Vemmeløse, Gimlinge",17h,654775.18,6131645.73,SDFE2018,190199
570714700000010842,7/18/97,600,43,45,Micon,M 1500-600/150,330,Slagelse,LAND,"Vemmeløse by, Vemmeløse",7f,654575.979999999,6131648.75999999,SDFE2018,190200
570714700000010859,7/18/97,600,43,45,Micon,M 1500-600/150,330,Slagelse,LAND,"Vemmeløse, Gimlinge",7e,654374.79,6131651.45999999,SDFE2018,190201
570714700000011177,1/28/98,550,41,35,Nordtank,NTK 550,330,Slagelse,LAND,Fårdrup By Og Sogn,6a,648976.849999999,6132292.15,SDFE2018,190911
570714700000011184,3/12/98,550,41,35,Nordtank,NTK 550,330,Slagelse,LAND,Fårdrup By Og Sogn,6a,648892.75,6132580.13999999,SDFE2018,190988
570714700000011238,5/1/98,750,44,46,Micon,M 1500-750/175,330,Slagelse,LAND,"Frankerup By, Eggeslevmagle",4a,649783.979999999,6130818.4,SDFE2018,191301
570714700000011245,5/1/98,750,44,46,NEG Micon,NM 1500-750/175,330,Slagelse,LAND,"Frankerup By, Eggeslevmagle",2a,650586.89,6131122.05999999,SDFE2018,191354
570714700000011719,2/10/98,550,41,35,Nordtank,NTK 550,330,Slagelse,LAND,Fårdrup By Og Sogn,6a,648934.68,6132436.12,SDFE2018,190912
570714700000012518,10/5/99,600,44,40,BONUS,600 kW,330,Slagelse,LAND,"Næsbyskov, Sorterup",4a,654207.229999999,6149423.62,SDFE2018,40032381
570714700000012624,11/10/99,150,24.6,32.5,Ukendt,Ukendt,330,Slagelse,LAND,"Vemmelev By, Vemmelev",17a,642983.38,6136566.74,SDFE2018,40067404
570714700000012891,1/28/00,600,44,40,BONUS,600 kW,330,Slagelse,LAND,"Tyvelse By, Sorterup",5a,653241.67,6147661.83,SDFE2018,40032389
570714700000012907,3/10/00,750,44,40,NEG Micon,NM 44/750,330,Slagelse,LAND,"Stude By, Hemmeshøj",4e,644215.53,6133569.57,SDFE2018,40014909
570714700000012914,3/10/00,750,44,40,NEG Micon,NM 44/750,330,Slagelse,LAND,"Stude By, Hemmeshøj",4f,644330.349999999,6133503.33999999,SDFE2018,40014919
570714700000012921,3/10/00,750,44,40,NEG Micon,NM 44/750,330,Slagelse,LAND,"Stude By, Hemmeshøj",4g,644444.599999999,6133439.09999999,SDFE2018,40014928
570714700000013065,5/26/00,750,44,40,NEG Micon,NM 44/750,330,Slagelse,LAND,"Hemmeshøj By, Hemmeshøj",10c,644694,6135014.45,SDFE2018,40014936
570714700000013072,5/26/00,750,44,40,NEG Micon,NM 44/750,330,Slagelse,LAND,"Hemmeshøj By, Hemmeshøj",10c,644555.05,6135085.04999999,SDFE2018,40014936
570714700000013089,5/26/00,750,44,40,NEG Micon,NM 44/750,330,Slagelse,LAND,"Hemmeshøj By, Hemmeshøj",10c,644416.43,6135156.48,SDFE2018,40014936
570714700000013201,3/6/00,750,44,40,NEG Micon,NM 44/750,330,Slagelse,LAND,Eggeslevmagle,2a,650078.579999999,6127118.87,SDFE2018,194302
570714700000013218,3/6/00,750,44,40,NEG Micon,NM 1500-750/175,330,Slagelse,LAND,Eggeslevmagle,1a m.fl,649946.219999999,6127038.62,SDFE2018,194303
570714700000013270,6/21/00,600,44,40,Vestas Wind Systems A/S,V 44-600,330,Slagelse,LAND,"Tårnholm Hgd, Vemmelev",2a,640792.06,6136125.88999999,SDFE2018,40067447
570714700000013287,6/21/00,600,44,40,Vestas Wind Systems A/S,V 44-600,330,Slagelse,LAND,"Ormeslev By, Vemmelev",20b,641022.41,6136170.74,SDFE2018,40067457
570714700000013485,3/6/00,750,44,40,NEG Micon,NM 44/750,330,Slagelse,LAND,"Eggeslevlille By, Eggeslevmagle",2b,650210.839999999,6127198,SDFE2018,194301
